time,state,phase,paper_step,unit_motion,paper_condition,q1,q2,q3,q4,peg_x,peg_y,peg_z,hole_x,hole_y,hole_z,alignment_error_xy,insertion_depth,contact_force,peg_speed,velocity_condition_met,spiral_x,spiral_y,spiral_radius,wiggle_x,wiggle_y,screw_angle,failure_reason
0.0,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.0,0.0,0.0,0.0,0.4818423716777644,-0.707888252739565,0.321148108758203,0.0983017899,-0.9704570878,0.1909713723,0.46480724070889845,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.02,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,2.865790740169617e-06,3.160945801473483e-06,-1.303277876410668e-06,6.944329405201967e-07,0.481839721537097,-0.7078916221858976,0.32114775388369887,0.0983017899,-0.9704570878,0.1909713723,0.4648031505246203,0.0,0.0,0.00021507179068346502,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.04,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,2.2581404647369048e-05,2.4907120820430287e-05,-1.026936289613779e-05,5.4718828596050245e-06,0.481821488929876,-0.7079148025162026,0.32114531250261724,0.0983017899,-0.9704570878,0.1909713723,0.46477501127535403,0.0,0.0,0.0014796249699761705,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.06,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,7.505755737139384e-05,8.278792569059673e-05,-3.413398354890781e-05,1.8187803995275467e-05,0.4817729550202979,-0.7079764983879676,0.32113881463139193,0.0983017899,-0.9704570878,0.1909713723,0.4647001122194901,0.0,0.0,0.0039383192170755815,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.08,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.00017519952603057705,0.0001932437698482197,-7.96756242640981e-05,4.2454014640286485e-05,0.4816803159591684,-0.7080942259371814,0.32112641550530197,0.0983017899,-0.9704570878,0.1909713723,0.46455717143119085,0.0,0.0,0.007515901446040336,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.1,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.00033692809584786075,0.000371629175515347,-0.00015322505132866064,8.164377289098661e-05,0.4815306485445936,-0.7082843309389295,0.3211063937075398,0.0983017899,-0.9704570878,0.1909713723,0.46432629964085803,0.0,0.0,0.012138896063972778,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.12000000000000001,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.000573200506786869,0.0006322358816831087,-0.00026067483880504633,0.0001388968523961778,0.48131187220493044,-0.7085620053512569,0.32107714947662536,0.0983017899,-0.9704570878,0.1909713723,0.46398896253904953,0.0,0.0,0.017735655548890443,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.14,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.0008960314001879802,0.0009883159480949984,-0.0004074888944491289,0.00021712461810597525,0.4810127085014898,-0.7089413027273848,0.32103720313516826,0.0983017899,-0.9704570878,0.1909713723,0.46352794204766384,0.0,0.0,0.02423639469834537,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.16,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.001316513765404397,0.001452104859230152,-0.0005987119856281283,0.0003190151020206665,0.48062263922262394,-0.7094351529159132,0.3209851935893653,0.0983017899,-0.9704570878,0.1909713723,0.4629272970104539,0.0,0.0,0.0315732103166252,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.18,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.0018448398864382212,0.0020348446282866307,-0.000838979265238535,0.00044703807893957197,0.48013186402142416,-0.7100553764078561,0.320919876854628,0.0983017899,-0.9704570878,0.1909713723,0.4621723237057036,0.0,0.0,0.039680088013614556,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.19999999999999998,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.0024903222885765256,0.002746806901164702,-0.0011325257976240349,0.0006034501422099044,0.4795312584360603,-0.7108126986341128,0.3208401245683775,0.0983017899,-0.9704570878,0.1909713723,0.46124951653699725,0.0,0.0,0.048492897694270745,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.21999999999999997,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.0032614146850274217,0.0035973160604501164,-0.0014831960844934303,0.0007902997794756274,0.4788123330245595,-0.7117167644677906,0.3207449224563098,0.0983017899,-0.9704570878,0.1909713723,0.4601465292132534,0.0,0.0,0.057949379225911694,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.23999999999999996,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.0041657329235561405,0.004594772329397397,-0.0018944535908385685,0.001009432448426318,0.4779671942444166,-0.7127761531428493,0.3206333687233319,0.0983017899,-0.9704570878,0.1909713723,0.4588521366865279,0.0,0.0,0.0679891196789091,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.25999999999999995,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.005210075933121099,0.005746674875913111,-0.002369390270852263,0.0012624956525460237,0.47698850761168843,-0.7139983937637925,0.3205046723448981,0.0983017899,-0.9704570878,0.1909713723,0.4573561980754269,0.0,0.0,0.07855352344717648,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.27999999999999997,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.006400446670509968,0.007059644916539153,-0.0029107360938462135,0.0015509440168621218,0.47586946358400617,-0.7153899815503781,0.3203581512386464,0.0983017899,-0.9704570878,0.1909713723,0.45564962076326593,0.0,0.0,0.08958577646929942,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.3,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.007742073066975748,0.008539448820436026,-0.003520868570168937,0.0018760443636941814,0.47460374652711956,-0.7169563949360905,0.32019323030006897,0.0983017899,-0.9704570878,0.1909713723,0.45372432582338,0.0,0.0,0.10103080568586396,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.32,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.009239428974872859,0.010191021213366137,-0.004201822277123693,0.0022388807884028247,0.47318550704504664,-0.7187021136189717,0.3200094392894546,0.0983017899,-0.9704570878,0.1909713723,0.451573214889211,0.0,0.0,0.11283523478787122,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.34,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.01089625511429317,0.012018488081677037,-0.004955298384886392,0.0026403597351385773,0.471609337879475,-0.7206306376477146,0.31980641056055215,0.0983017899,-0.9704570878,0.1909713723,0.4491901385539762,0.0,0.0,0.12494733723350383,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.36000000000000004,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.012715580019702117,0.014025189876284759,-0.005782674182423541,0.003081215072590742,0.4698702535146512,-0.7227445076140158,0.3195838766243001,0.0983017899,-0.9704570878,0.1909713723,0.44656986635391116,0.0,0.0,0.13731698743407847,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.38000000000000006,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.014699740986574755,0.01621370461665705,-0.006685012603410154,0.003562013169736248,0.4679636735594225,-0.7250453260134307,0.3193416675436346,0.0983017899,-0.9704570878,0.1909713723,0.4437080583602468,0.0,0.0,0.14989561093910828,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.4000000000000001,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.016850405018031814,0.018585870994796673,-0.0076630717521476745,0.0040831579715885115,0.4658854099182279,-0.7275337798306573,0.3190797081577773,0.0983017899,-0.9704570878,0.1909713723,0.440601238378279,0.0,0.0,0.16263613438147123,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.4200000000000001,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.019168589771475803,0.021142811479224685,-0.008717314429481907,0.004644896074946301,0.4636316577075753,-0.7302096644006328,0.318798015136581,0.0983017899,-0.9704570878,0.1909713723,0.4372467687271516,0.0,0.0,0.17549293587667275,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.4400000000000001,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.021654684505227072,0.023884955418963738,-0.009847917658720942,0.005247321804142595,0.46119898982364405,-0.7330719085934408,0.318496693867483,0.0983017899,-0.9704570878,0.1909713723,0.43364282655124303,0.0,0.0,0.18842179650974927,0,0.0,0.0,0.0,0.0,0.0,0.0,
0.46000000000000013,APPROACH_HOLE,approach_hole,setup,coarse visual approach,not a paper transition,0.02430847102515986,0.026812062147521312,-0.011054782211553073,0.005890382286793436,0.4585843550201292,-0.7361186013681547,0.3181759351793866,0.0983017899,-0.9704570878,0.1909713723,0.42978838159343985,0.0,0.0,0.20137985348113838,0,0.0,0.0,0.0,0.0,0.0,0.0,
